ID,Name,Status,Original German,Founding year,Founder,Linkedin-Account Founder,Legal Name,Legal form,Street,Postal code,City,Country,Register Number/ Company ID/ LEI,Segment,Subsegment,Bank Cooperation,Homepage,E-Mail,Insolvency,Liquidation,Date of inactivity,Local court,Former name
749,JITpay,1,1.0,2017.0,Daniel Steinke; Boris-Michael Steinke; Dennis Wallenda,https://www.linkedin.com/in/dr-daniel-steinke/; https://www.linkedin.com/in/boris-steinke-49b2365/; https://www.linkedin.com/in/dennis-wallenda/,JITpay Financial GmbH,GmbH,Willy-Brandt-Platz 19,38102,Braunschweig,Germany,HRB 206807,Payments,Other FinTechs,0,https://www.jitpay.eu/,info@jitpay.eu,0,0,,Braunschweig,
750,AfterPay,1,0.0,2010.0,Anthony Eisen; Nicholas Molnar,https://www.linkedin.com/in/anthony-eisen-a8613814/; https://www.linkedin.com/in/nick-molnar-478a642a/,Arvato Payment Solutions GmbH,GmbH,Gütersloher Str. 123,33415,Verl,Germany,HRB 9923,Payments,Alternative Payment Methods,0,https://www.afterpay.de/,APS@arvato.com,0,0,2016-12-07 00:00:00,Gütersloh,
751,Billpay,1,1.0,2009.0,Nelson Holzner; Sven Brauer; Jan Wehrs,https://www.linkedin.com/in/nelson-holzner-46665623/; https://www.linkedin.com/in/sven-brauer/; https://www.linkedin.com/in/jan-wehrs-68ba33126/,BillPay GmbH,GmbH,Zinnowitzer Str. 1,10115,Berlin ,Germany,HRB 122029 B,Payments,Alternative Payment Methods,0,https://www.billpay.de/de/,kontakt@billpay.de,0,0,,Berlin (Charlottenburg),
752,epay,1,1.0,,,,transact Elektronische Zahlungssysteme GmbH,GmbH,Fraunhoferstr. 10,82152,Martinsried ,Germany,HRB 114 439,Payments,Alternative Payment Methods,0,https://epay.de/de/,info@epay.de,0,0,,München,
753,Lavego,1,1.0,1992.0,,,LAVEGO AG,AG,Zielstattstr. 10a,81379,München,Germany,HRB 141 152,Payments,Other FinTechs,0,https://www.lavego.de/,info@lavego.de,0,0,,München,
754,Novalnet,1,1.0,2007.0,Gabriel Dixon,https://www.linkedin.com/in/gabriel-dixon-ab850520/,Novalnet AG,AG,Feringastraße 4,85774,Unterföhrung,Germany,HRB 167381,Payments,Alternative Payment Methods,0,https://www.novalnet.de/,,0,0,,München,
755,ratepay,1,1.0,2009.0,Miriam Wohlfarth,https://www.linkedin.com/in/miriam-wohlfarth/,RatePAY GmbH,GmbH,Franklinstraße 28-29,10587,Berlin,Germany,HRB 124156B,Payments,Alternative Payment Methods,1,https://www.ratepay.com/,info@ratepay.com,0,0,,Berlin (Charlottenburg),
756,Secupay,1,1.0,2000.0,Hans-Peter Weber,https://www.linkedin.com/in/hans-peter-weber-9b7170202/,secupay AG,AG,Goethestraße 6,08169,Pulsnitz,Germany,HRB 27612,Payments,Alternative Payment Methods,0,https://secupay.com,info@secupay.com,0,0,,Pulsnitz,
757,izettle,1,0.0,2010.0,Jacob de Geer; Magnus Nilsson,https://www.linkedin.com/in/jacobdegeer/; https://www.linkedin.com/in/magnuscw/,iZettle AB,AB,Regeringsgatan 59,111 43,Stockholm,Sweden,556806-0734,Payments,Other FinTechs,1,https://www.izettle.com/de/,hilfe@izettle.com,0,0,,0,
758,Klarna,1,0.0,2005.0,Sebastian Siemiatkowski; Niklas Adalberth; Victor Jacobsson,https://www.linkedin.com/in/sebastian-siemiatkowski-768977/; https://www.linkedin.com/in/niklasadalberth/; https://www.linkedin.com/in/victorjacobsson/,Klarna GmbH,GmbH,Theresienhöhe 12,80339,München,Germany,HRB 217291 B,Payments,Alternative Payment Methods,0,https://www.klarna.com/de/,inkorg@klarna.se,0,0,,München,
759,Paypal,1,0.0,2004.0,Peter Thiel,https://www.linkedin.com/in/peterthiel,"PayPal (Europe) S.à r.l. et Cie, S.C.A.",SARL,22-24 Boulevard Royal,2449,Luxemburg,Luxembourg,B 118 349,Payments,Alternative Payment Methods,1,https://www.paypal.com/de/webapps/mpp/home,impressum@paypal.com,0,0,,0,
760,Payone,1,1.0,2003.0,Carl Frederic Zitscher; Jan Kanieß,https://www.linkedin.com/in/carl-frederic-zitscher-3053971/; https://www.linkedin.com/in/jan0kaniess/,PAYONE GmbH,GmbH,Lyoner Straße 9,60528,Frankfurt am Main,Germany,HRB 116860,Payments,Other FinTechs,1,https://www.bspayone.com/DE/de,info@bspayone.com,0,0,,Frankfurt am Main,
761,Bitwala,1,1.0,2015.0,Jan Goslicki; Benjamin Jones; Jörg von Minckwitz,https://www.linkedin.com/in/jangoslicki/; https://www.linkedin.com/in/benjaminpeterjones/; https://www.linkedin.com/in/joergvonminckwitz/,Bitwala GmbH,GmbH,Ohlauer Straße 43,10999,Berlin,Germany,HRB 173698B,Payments,Blockchain and Cryptocurrencies,1,https://www.bitwala.com/de/,support@bitwala.com,0,0,,Berlin (Charlottenburg),
762,Unzer,1,1.0,2016.0,Mirko Hüllemann ,"https://www.linkedin.com/in/mirko-h%C3%BCllemann-05b823a/
https://www.linkedin.com/company/unzer/",Unzer GmbH,GmbH,Vangerowstraße 18,69115,Heidelberg,Germany,HRB 729719,Payments,Alternative Payment Methods,0,https://www.unzer.com/de/,info@unzer.com,0,0,,Mannheim,Heidelpay
763,skrill,1,0.0,2001.0,Daniel Klein; Benjamin Kullmann,https://www.linkedin.com/in/benjamin-kullmann-9440b5132/,Skrill Ltd.,Ltd.,25 Canada Square,E14 5LQ,London,England,4260907,Payments,Alternative Payment Methods,0,https://www.skrill.com/de/,support@paysafecash.com,0,0,,0,
764,optiopay,1,1.0,2014.0,Oliver Oster; Marcus Börner,https://www.linkedin.com/in/oliver-oster-37611063/; https://www.linkedin.com/in/marcusb1/,OptioPay GmbH,GmbH,An den Treptowers 1,12435,Berlin,Germany,HRB 161960 B,Payments,Alternative Payment Methods,1,https://www.optiopay.de/,info@optiopay.com,0,0,,Berlin (Charlottenburg),
765,Amazon Pay,1,0.0,2007.0,Amazon Payments Europe S.C.A.,,Amazon Payments Europe S.C.A.,S.C.A.,38 avenue John F. Kennedy,1855,Luxemburg,Luxembourg,B153265,Payments,BigTech,0,https://pay.amazon.de/,,0,0,,0,
766,CIRCLE ,1,0.0,2013.0,Jeremy Allaire; Sean Neville,https://www.linkedin.com/in/jeremyallaire/; https://www.linkedin.com/in/seanneville/,Circle Trading UK Ltd.,Ltd.,"White Collar Factory, 1 Old Street",EC1Y 8AF,London,England,9543077,Payments,Blockchain and Cryptocurrencies,0,https://www.circle.com/de,,0,0,,0,
767,Coinbase,1,0.0,2012.0,Brian Armstrong; Fred Ehrsam,https://www.linkedin.com/in/barmstrong/; https://www.linkedin.com/in/fredehrsam/,CB Payments Ltd.,Ltd. ,107 Cheapside,EC2V 6DN,London,England,213800DJQ5OCWSES4R64,Payments,Blockchain and Cryptocurrencies,1,https://www.coinbase.com/,help.coinbase.com,0,0,,0,
768,Hyperwallet,1,0.0,2000.0,Lisa Shields,https://www.linkedin.com/in/lisawashere,Hyperwallet Systems Europe Limited,Ltd.,247 Tottenham Court Rd.,W1T 7QX;,London,England,,Payments,Alternative Payment Methods,0,https://www.hyperwallet.com/,solutions@hyperwallet.com,0,0,,0,
769,Transferwise,1,0.0,2011.0,Taavet Hinrikus; Kristo Käärmann,https://www.linkedin.com/in/taavethinrikus/; https://www.linkedin.com/in/kkaarmann/,TransferWise Ltd.,Ltd.,"The Tea Building, 56 Shoreditch High Street",E1 6JJ,London,England,ICO Z2976089,Payments,Alternative Payment Methods,0,https://transferwise.com/de,,0,0,,0,
770,DIMOCO,1,0.0,2000.0,Gerald Tauchner; Roland Tauchner,https://www.linkedin.com/in/gerald-tauchner-2b266a4/; https://www.linkedin.com/in/rolandtauchner/,DIMOCO Europe GmbH ,GmbH,Europaring F15/302,2345,"Brunn am Gebirge, Wien",Austria,FN 199901y ,Payments,Alternative Payment Methods,0,https://dimoco.eu/,sales@dimoco.eu,0,0,,0,
771,adyen,1,0.0,2006.0,Pieter van der Does; Arnout Schuijff,https://www.linkedin.com/in/pieter-van-der-does-4824b11/; https://www.linkedin.com/in/arnoutschuijff/,Ayden NV,NV,Simon Carmiggeltstraat 6-50,1011 DJ,Amsterdam,Netherlands,34259528,Payments,Other FinTechs,0,https://www.adyen.com/de_DE/,info@adyen.com,0,0,,Berlin (Charlottenburg),
772,Raay ,1,1.0,2019.0,Michael Reuter; Kira Nezu; Yukitaka Nezu,https://www.linkedin.com/in/michaelreuter/; https://www.linkedin.com/in/kiranezu/; https://www.linkedin.com/in/ynezu/,RAAY Real Estate GmbH,GmbH,Oskar-von-Miller-Ring 36,80333,München,Germany,HRB 249789,Payments,Blockchain and Cryptocurrencies,0,https://raay.estate/,info@raay.estate,0,0,,München,
773,micobo,1,1.0,2014.0,Christoph Impekoven,https://www.linkedin.com/in/christoph-impekoven-a5b440109/,micobo GmbH,GmbH,Kruppstraße 82-100,45145,Essen,Germany,HRB 25530,Payments,Blockchain and Cryptocurrencies,0,http://micobo.com,,0,0,,Essen,
774,abrapay,0,1.0,2018.0,Orhan Köroglu; Sebastian Jost,https://www.linkedin.com/in/orhan-koeroglu/,abracar GmbH,GmbH,Ganghoferstr. 66e,80339,München,Germany,HRB 230942,Payments,Alternative Payment Methods,1,,info@abracar.de,0,0,2020-05-31 00:00:00,München,
775,aifinyo Inkasso,1,1.0,2016.0,Stefan Kempf,https://www.linkedin.com/in/kempf-stefan-87089247/,Elbe Inkasso GmbH,GmbH,Tiergartenstraße 8,01219,Dresden,Germany,HRB 32352,Payments,Other FinTechs,0,https://www.aifinyo.de/inkasso,info@aifinyo.de,0,0,,Dresden,
776,ppro,1,0.0,2012.0,Philipp Bock,https://www.linkedin.com/in/philippbock/,PPRO Financial Ltd,Ltd.,48 Chancery Lane,,London ,England,76536417,Payments,Alternative Payment Methods,0,https://www.ppro.com/?ref=allpago,info@ppro.com,0,0,,0,allpago
777,Apple Pay,1,0.0,2014.0,Apple Inc.,,Apple Inc.,Inc.,,,Cupertino,USA,,Payments,BigTech,0,https://www.apple.com/de/apple-pay/,,0,0,,0,
778,avuba,0,1.0,2013.0,Oliver Lukesch; Jonas Piela,https://www.linkedin.com/in/oliverlukesch/; https://www.linkedin.com/in/jonaspiela/,avuba GmbH,GmbH,Charlottenstraße 2,10969,Berlin,Germany,HRB 152755 B,Payments,Alternative Payment Methods,0,,,0,1,2016-12-07 00:00:00,Berlin (Charlottenburg),
779,azimo,1,0.0,2012.0,Marek Wawro; Michael Kent; Ricky Knox; Marta Krupinska,https://www.linkedin.com/in/marekwawro/; https://www.linkedin.com/in/mdfkent/; https://www.linkedin.com/in/rickyknox/; https://www.linkedin.com/in/martakrupinska/,Azimo Ltd.,Ltd.,173 Upper Street,N1 1RG,London,England,724500TQAL45EWAPI195,Payments,Alternative Payment Methods,0,https://azimo.com/de,hello@azimo.com,0,0,,0,
780,barpay,0,1.0,2012.0,EZV Gesellschaft für Zahlungssysteme GmbH; Lekkerland SE; Wirecard Bank AG,,EZV Gesellschaft für Zahlungssysteme mbH,mbH,Europaallee 57,50226,Frechen,Germany,HRB 137100,Payments,Alternative Payment Methods,0,,,0,1,2020-04-22 00:00:00,Frechen,
781,Barzahlen,1,1.0,2011.0,Achim Bönsch; Florian Swoboda; Sebastian Seifert,https://www.linkedin.com/in/achim-b%C3%B6nsch-a9186a38/; https://www.linkedin.com/in/florian-swoboda-13763564/; https://www.linkedin.com/in/sebastian-seifert-2b014539/,Cash Payment Solutions GmbH,GmbH,Wallstr. 14a,10179,Berlin,Germany,HRB 136749 B,Payments,Alternative Payment Methods,1,https://www.barzahlen.de/de/,info@barzahlen.de,0,0,,Berlin (Charlottenburg),
782,better payment,1,1.0,2013.0,Björn Bähre,https://www.linkedin.com/in/bjoern-baehre-4632124/,Better Payment Germany GmbH,GmbH,Rosenthaler Str. 34-35,10178,Berlin,Germany,HRB 156865 B,Payments,Other FinTechs,1,http://betterpayment.de/,hello@betterpayment.de,0,0,,Berlin (Charlottenburg),
783,bezahl.de,1,1.0,2018.0,Lasse Diener; Ulrich Schmidt,https://www.linkedin.com/in/lasse-diener-205384173/; https://www.linkedin.com/in/ulrich-schmidt-04654941/,NX Technologies GmbH,GmbH,Friesenplatz 4,50672,Köln,Germany,HRB 94830,Payments,Alternative Payment Methods,0,https://www.bezahl.de/,service@nx-technologies.com,0,0,,Köln,Sicher bezahlen
784,billingmaker payment,1,1.0,2015.0,Nico Bekaan,,Nico Bekaan,personally liable,Am Hamjebusch 28,26655,Westerstede,Germany,nicht eintragungsfähig,Payments,Alternative Payment Methods,0,https://payment.billingmaker.com/,support@codemec.com,0,0,,Nürnberg,
785,billwerk,1,1.0,2015.0,Ricco Deutscher,https://www.linkedin.com/in/ricco-deutscher-371229/,billwerk GmbH,GmbH,Mainzer Landstraße 51,60329,Frankfurt am Main,Germany,HRB 103534,Payments,Other FinTechs,0,https://billwerk.com/,https://billwerk.com/#!/contact,0,0,,Frankfurt am Main,Pactas
786,bitbomb,0,,,,,,,,,,,,Payments,Blockchain and Cryptocurrencies,0,,,0,1,2017-03-30 00:00:00,0,
787,Bitcoin Brothers,0,1.0,2013.0,,,Bitcoin Brothers GmbH & Co. KG,GmbH & Co. KG,Birkenweg 95 B,14776,Brandenburg an der Havel,Germany,HRA 5943 P,Payments,Blockchain and Cryptocurrencies,0,,,0,1,2018-05-15 00:00:00,Brandenburg an der Havel,
788,Blockchain,1,0.0,2011.0,Peter Smith; Nicolas Cary,https://www.linkedin.com/in/1psmith/; https://www.linkedin.com/in/ncary/,Blockchain Access UK Ltd,Ltd.,86-90 Paul Street,EC2A 4NE,London,England,,Payments,Blockchain and Cryptocurrencies,0,https://www.blockchain.com,social@blockchain.info,0,0,,0,
789,Blockchain Holding,1,1.0,2013.0,Sebastian Krause; Markus Winter,https://www.linkedin.com/in/sebkrause/; https://www.linkedin.com/in/markus-winter-22b292a0/,Blockchain Holding GmbH,GmbH,Theresienstraße 18,01097,Dresden,Germany,HRB36338,Payments,Blockchain and Cryptocurrencies,0,https://blockchain-holding.com/,contact@blockchain-holding.com,0,0,,Dresden,CoinBau
790,Blockchain Industries ,0,,2014.0,Thomas J. Ackermann,https://www.linkedin.com/in/ackermann/,,,,,Berlin,Germany,,Payments,Blockchain and Cryptocurrencies,0,http://blockchain-industries.com/,,0,0,,Berlin (Charlottenburg),
791,Blue Code,1,0.0,2017.0,Michael Suitner,https://www.linkedin.com/in/michael-suitner-949ab68/,Blue Code International AG,AG,Gartenstrasse 5,8853,Lachen,Switzerland,CH-281.323.867,Payments,Alternative Payment Methods,0,https://bluecode.com/de/,support@bluecode.com,0,0,,0,
792,bringcashnow,1,1.0,2015.0,Tim Schneider; Jan Kus; Michael Bumann,https://www.linkedin.com/in/jbvkoos/; https://www.linkedin.com/in/michaelbumann/,Railslove GmbH,GmbH,An der Bottmuehle 5,50678,Köln,Germany,HRB 70843,Payments,Other FinTechs,0,http://www.bringcashnow.com/,kontakt@railslove.com,0,0,,Köln,
793,cashcloud,1,0.0,2012.0,Olaf Taupitz; Sven Donhuysen,https://www.linkedin.com/in/olaf-taupitz-9789a133/; https://www.linkedin.com/in/sven-donhuysen-65bb53106/,Cashcloud SA,SA,"37, Val Saint André",1128,Luxemburg,Luxembourg,R.C.S. B 155.416,Payments,Alternative Payment Methods,0,https://www.cashcloud.com/de/,info@cashcloud.com,0,0,,0,
794,cashpresso,1,0.0,2015.0,Jörg Skornschek; Daniel Strieder; Michael Handler,https://www.linkedin.com/in/j%C3%B6rg-skornschek-07332986/; https://de.linkedin.com/in/daniel-strieder-1bb61229; https://de.linkedin.com/in/michael-handler-45637473,Credi2 GmbH,GmbH,Elsenheimerstraße 41,80687,München,Germany,HRB 183219,Payments,Alternative Payment Methods,1,https://www.cashpresso.com/,support@cashpresso.com,0,0,,München,
795,cflox,1,1.0,2013.0,Philipp Tillmanns; Christoph Kaup; Thomas Krings,https://www.linkedin.com/in/philipp-tillmanns-a594205/; https://www.linkedin.com/in/thomas-krings-ab6a4398/,cflox GmbH,GmbH,Große Brunnenstraße 122,22763,Hamburg,Germany,HRB 127858,Payments,Other FinTechs,0,https://cflox.com/,info@cflox.com,0,0,,Hamburg,
796,ClickandBuy,0,0.0,2000.0,Fabian Siegel; Norbert Stangl,https://www.linkedin.com/in/fabiansiegel; https://www.linkedin.com/in/norbert-stangl-b51515a8/,ClickandBuy International Ltd.,Ltd.,"Building K2, Timbold Drive",MK7 6BZ,Milton Keynes,England,,Payments,Alternative Payment Methods,0,http://clickandbuy.com/start,service@clickandbuy.com,0,1,2016-04-30 00:00:00,0,
797,clover,1,0.0,2010.0,Leonard Speiser; John Beatty,https://www.linkedin.com/in/leonardspeiser/; https://www.linkedin.com/in/johndbeatty/,Clover Network Inc.,Inc.,785 Castro St,94041,Sunnyvale,USA,,Payments,Other FinTechs,0,https://www.clover.com/,support@clover.com,0,0,,0,
798,Coinify,1,0.0,2014.0,Mark Højgaard; Lasse Birk Olesen,https://www.linkedin.com/in/markhojgaard/; https://www.linkedin.com/in/lassebirkolesen/,Coinify ApS,ApS,Herlev Hovedgade 15B,2730,Herlev,Denmark,,Payments,Blockchain and Cryptocurrencies,1,https://www.coinify.com/,,0,0,,0,coinzone
799,coinsnap,0,0.0,2015.0,Stephan Wetzmueller,,Coinsnap B.V.,B.V.,Jonkerbosplein 52-17e ètage,6534 AB,Nijmegen,Netherlands,09206162,Payments,Blockchain and Cryptocurrencies,0,,,0,0,,0,
800,COINTED,1,0.0,2015.0,Wolfgang Thaler,https://www.linkedin.com/in/wolfgang-thaler-13666a155/,Cointed GmbH,GmbH,Kronthalerstraße 2,6330,Kufstein,Austria,FN 462866 k,Payments,Blockchain and Cryptocurrencies,0,https://www.cointed.com,,1,0,2018-10-08 00:00:00,0,
801,colleqt,0,1.0,2013.0,André Freier,https://www.linkedin.com/in/andrefreier/,calvarius GmbH,GmbH,Kalvarienberg 20,97753,Karlstadt,Germany,HRB 11938,Payments,Alternative Payment Methods,0,,,0,0,,Würzburg,
802,Computop,1,1.0,1997.0,Ralf Gladis,https://www.linkedin.com/in/computop/,Computop Wirtschaftsinformatik GmbH ,GmbH,Schwarzenbergstr. 4,96050,Bamberg,Germany,HRB 3400,Payments,Alternative Payment Methods,0,https://www.computop.com/de/,info@computop.com,0,0,,Bamberg,
803,cookies,0,1.0,2015.0,Garry Krugljakow; Lamine Cheloufi,https://www.linkedin.com/in/garryk/; https://www.linkedin.com/in/cheloufi/,Cookies Labs GmbH,GmbH,Neue Schönhauser Straße 15,10178,Berlin,Germany,HRB 166154 B,Payments,Alternative Payment Methods,0,,,1,0,2016-11-21 00:00:00,Berlin (Charlottenburg),
804,coyno,0,1.0,2014.0,Erasmus Hagen; Levin Keller,https://www.linkedin.com/in/erasmushagen/; https://www.linkedin.com/in/levin-keller/,Coyno UG,UG,Krossener Str. 8,10245,Berlin,Germany,HRB 162146 B,Payments,Blockchain and Cryptocurrencies,0,,,1,0,26.02.2017,Berlin (Charlottenburg),
805,Erfahrungen,1,0.0,2014.0,"Malte Klussmann; Joschka Friedag; Konrad Maruszewski; Frane Bandov
Konrad Maruszewski",https://www.linkedin.com/in/malte-klussmann/; https://www.linkedin.com/in/joschka/; https://www.linkedin.com/in/konrad-maruszewski-52b6295b/; https://www.linkedin.com/in/franebandov/,Growth Leads Ltd,Ltd.,St Julians STJ,4011,Malta,Malta,C65993,Payments,Alternative Payment Methods,1,https://www.erfahrungen.com/,marketing@erfahrungen.com,1,0,2018-10-08 00:00:00,0,Cringle
806,curve,1,0.0,2015.0,Shachar Bialick,https://www.linkedin.com/in/shacharbialick/,Curve 1 Ltd.,Ltd.,15-19 Bloomsbury Way,WC1A 2TH,London,England,9523903,Payments,Alternative Payment Methods,0,https://www.curve.com/,support@curve.app,0,0,,0,
807,dban,0,1.0,2017.0,Michael Scholz,https://www.linkedin.com/in/michael-scholz-880521120/,ementexx GmbH,GmbH,Berner Straße 109,60437,Frankfurt am Main,Germany,HRB 110075,Payments,Alternative Payment Methods,0,,,0,0,,Frankfurt am Main,
808,dogecoin,1,0.0,2013.0,,,The Dogecoin Project,,,,,,,Payments,Blockchain and Cryptocurrencies,0,https://dogecoin.com/,,0,0,,0,
809,donut,1,1.0,2018.0,Neel Popat; Jordan Abderrachid ,https://www.linkedin.com/in/neel-popat-7a6b233b/; https://www.linkedin.com/in/jordanabderrachid/,Donut Technologies GmbH,GmbH,Lohmühlenstraße 65,12435,Berlin,Germany,HRB 202422 B,Payments,Blockchain and Cryptocurrencies,0,https://www.donut.app/,,0,0,,Berlin (Charlottenburg),
810,Skalex,1,1.0,2019.0,Ganesh Jung; Benjamin Bommhardt,https://www.linkedin.com/in/benjamin-bommhardt-4b245626/,skalex GmbH,GmbH,Leonrodstr. 68,80636,München,Germany,HRB 208512,Payments,Blockchain and Cryptocurrencies,0,https://www.skalex.io/, info@skalex.io,1,0,2019-04-05 00:00:00,München,draglet
811,ecollect,1,0.0,2014.0,,,eCollect Germany GmbH,GmbH,Hindenburgstrasse 82-86,45127,Essen,Germany,HRB 30587,Payments,Other FinTechs,0,https://ecollect.de/,info@ecollect.org,0,0,,Dortmund,
812,elopay,1,1.0,2013.0,Ozkan Akkilic,https://www.linkedin.com/in/akkilic/,elopay GmbH,GmbH,Kurfürstendamm 182,10707,Berlin,Germany,HRB 151956 B,Payments,Alternative Payment Methods,1,https://elopage.com/,info@elopay.com,0,0,,Berlin (Charlottenburg),elopay
813,Even more,0,1.0,2014.0,,,even more UG,UG,Landsberger Str. 110,80339,München,Germany,HRB 213343,Payments,Alternative Payment Methods,0,http://www.evenmore.de/,,0,1,2019-05-02 00:00:00,München,
814,Fakturia,1,1.0,2017.0,Norbert Schollum,https://www.linkedin.com/in/norbert-schollum-9b232850,Luminea IT Services GmbH,GmbH,Mühlweg 1,82054,Sauerlach,Germany,HRB 233747,Payments,Other FinTechs,0,https://www.fakturia.de/,info@luminea.de,0,0,,München,
815,fashioncheque,1,0.0,2014.0,Stephan Tieleman,https://www.linkedin.com/in/stephan-tieleman-9316bb20,fashioncheque Deutschland GmbH,GmbH,Am Zirkus 3a,10117,Berlin,Germany,HRB 160911,Payments,Alternative Payment Methods,1,http://www.fashioncheque.de/,info@fashioncheque.com,0,0,,Berlin (Charlottenburg),
816,iBanFirst,1,0.0,2017.0,Jonathan Loesing; Robert Kröber; Gerhard Maringer,https://www.linkedin.com/in/jonathanloesing/; https://www.linkedin.com/in/robert-kr%C3%B6ber-125a8872/; https://www.linkedin.com/in/gerhard-maringer-586b575a/,iBanFirst,,Avenue Louise 350,1050,Bruxelles,Belgium,849872824,Payments,Alternative Payment Methods,0,https://de.ibanfirst.com/,,0,0,,0,forefix
817,Fraugster,1,0.0,2014.0,Max Laemmle; Chen Zamir,https://www.linkedin.com/in/max-laemmle-05b93a10/; https://www.linkedin.com/in/chen-zamir-b8b36828/,Fraugster Services GmbH,GmbH,Charlottenstr. 4,10969,Berlin,Germany,HRB 195228 B,Payments,Other FinTechs,0,https://fraugster.com/,support@fraugster.com,0,0,,Berlin (Charlottenburg),
818,Friendfund,0,1.0,2010.0,Martin Peschke; Harry McCarney,https://www.linkedin.com/in/martinpeschke/; https://www.linkedin.com/in/harry-mccarney-12003512/,friendfund GmbH,GmbH,Wartenberger Straße 24,13053,Berlin,Germany,HRB 127841 B ,Payments,Other FinTechs,0,,,0,1,2017-03-15 00:00:00,Berlin (Charlottenburg),
819,gastrofix,1,1.0,2011.0,Reinhard Martens,https://www.linkedin.com/in/reinhardmartens/,Gastrofix GmbH,GmbH,Alex-Wedding-Str. 7,10178,Berlin,Germany,HRB 138363 B,Payments,Other FinTechs,0,https://www.gastrofix.com/de/,sales@gastrofix.com,0,0,,Berlin (Charlottenburg),
820,gastronovi,1,1.0,2008.0,Andreas Jonderko; Bartek Kaznowski; Christian Jaentsch; Karl Jonderko; Roman Gramse,https://www.linkedin.com/in/andreas-jonderko-664b4b61/; https://www.linkedin.com/in/christian-jaentsch-7a928657/; https://www.linkedin.com/in/karl-jonderko-20a008a/; https://www.linkedin.com/in/roman-m-gramse/,gastronovi GmbH,GmbH,Buschhöhe 6,28357,Bremen,Germany,HRB 32767 HB,Payments,Other FinTechs,0,https://www.gastronovi.com/de/,kontakt@gastronovi.com,0,0,,Bremen,
821,Thales,1,0.0,1979.0,,,Thales,,"31 Place des Corolles, CS 20001",92098,Paris,France,552 059 024 RCS Nanterre,Payments,Other FinTechs,0,https://www.thalesgroup.com/en,,0,0,,0,Gemalto
822,Gifffty,0,1.0,2014.0,,,gifffty GmbH,GmbH,Dr.-Overhues-Allee 11,52355,Dürren,Germany,HRB 6867,Payments,Other FinTechs,0,,,0,0,2017-09-19 00:00:00,Düren,
823,ginipay,1,1.0,2011.0,Steffen Reitz; Holger Teske,https://www.linkedin.com/in/steffenreitz/; https://www.linkedin.com/in/hteske/,Gini GmbH,GmbH,Rosenheimer Str. 143c,81671,München,Germany,HRB 193307,Payments,Alternative Payment Methods,0,https://www.gini.net,hello@gini.net,0,0,,München,
824,Givve,1,0.0,2010.0,Patrick Löffler; Christoph Pietzsch,https://www.linkedin.com/in/patrickloeffler/; https://www.linkedin.com/in/christoph-pietzsch-46133323/,PL Gutscheinsysteme GmbH,GmbH,Ainmillerstraße 11,80801,München,Germany,HRB 188665,Payments,Alternative Payment Methods,0,https://www.givve.com/de/,office@givve.com,0,0,,München,
825,go4q,1,1.0,2012.0,it-werke Service GmbH,,it-werke Service GmbH,GmbH,Industriehof 6 ,77933,Lahr,Germany,HRB 391587,Payments,Alternative Payment Methods,0,http://www.go4q.mobi/,info@it-werke.com,0,0,,Freiburg,
826,GoCardless,1,0.0,2011.0,Hiroki Takeuchi; Tom Blomfield; Matt Robinson,https://www.linkedin.com/in/hirokitakeuchi/; https://www.linkedin.com/in/tomblomfield/; https://www.linkedin.com/in/mattjackrobinson/,GoCardless GmbH,GmbH,Herzogspitalstr. 24,80331,München,Germany,HRB 243005,Payments,Alternative Payment Methods,0,https://gocardless.com,help@gocardless.com,0,0,,München,
827,Google Pay,1,0.0,2015.0,,,Google LLC,LLC,n.b,,Mountain View,USA,,Payments,BigTech,0,https://pay.google.com/about/,support-deutschland@google.com,0,0,,0,
828,GROUPPay,0,0.0,2013.0,,,mamooble SARL,SARL,"54, rte de Mondorf",3260,Bettembourg,Luxembourg,B 180942 ,Payments,Alternative Payment Methods,0,https://www.mamooble.com/,info@grouppay.mamooble.com,0,0,,0,mamooble
829,hellocash,1,0.0,2014.0,Laurenz Gröbner; Anna Zalesakbei,https://www.linkedin.com/in/laurenz-gr%C3%B6bner-87179566/,mRaP GmbH,GmbH,Pulvermühlweg 11,3250,Wieselburg,Austria,FN 412051h,Payments,Other FinTechs,0,https://hellocash.de/,info@hellocash.de,0,0,,0,
830,Shorepos,1,1.0,2013.0,Christoph Brem; Michael Brem,https://www.linkedin.com/in/christoph-brem-bb1661/; https://www.linkedin.com/company/shore-gmbh/,Shore GmbH,GmbH,Ridlerstraße 31,80339,München,Germany,HRB 196674,Payments,Other FinTechs,0,https://shorepos.shore.com/de/,service@shore.com,0,0,,München,inventorum
831,isaac10,0,1.0,2014.0,Christian-André Knips; Tilo Dietrich,https://www.linkedin.com/in/christianknips/; https://www.linkedin.com/in/tilo-dietrich-682125217/,isaac10 GmbH,GmbH,August-Bebel-Straße 64,04275,Leipzig,Germany,HRB 31302,Payments,Alternative Payment Methods,0,,,0,1,2016-12-28 00:00:00,Leipzig,
832,kittysplit,1,1.0,2012.0,Caspar Wrede; Paul Bünau; Matt Henderson,https://www.linkedin.com/in/casparwrede/,Kittysplit UG,UG,Schaperstr. 35,10719,Berlin,Germany,HRB 192317 B ,Payments,Other FinTechs,0,https://www.kittysplit.com/en/,info@kittysplit.com,0,0,,Berlin (Charlottenburg),
